Student Number;BES 220 (S2);BSS 310 (S1);CHM 171 (S1);CHM 172 (S2);CIL 111 (S1);CIL 121 (S2);EBN 111 (S1);EBN 122 (S2);EIR 221 (S2);FSK 116 (S1);FSK 176 (S2);JCP 203 (Y);JPO 110 (S1);JPO 112 (S1);JPO 113 (S1);JPO 116 (S1);JPO 120 (S2);JPO 123 (S2);JPO 125 (S2);JPO 126 (S2);MGC 110 (S1);MIA 320 (S2);MJJ 210 (S1);MKM 321 (S2);MOW 217 (S1);MOW 227 (S2);MOW 312 (S1);MOW 323 (S2);MPR 213 (S1);MPY 315 (S1);MSD 210 (S1);MSY 310 (S1);MTV 310 (S1);MTX 221 (S2);MTX 311 (S1);MVR 320 (S2);NMC 113 (S1);NMC 123 (S2);SNV 111 (S1);SNV 121 (S2);SWK 122 (R) (S2);SWK 122 (S2);SWK 210 (S1);SWP 121 (S2);WTW 158 (S1);WTW 161 (S2);WTW 168 (R) (S2);WTW 168 (S2);WTW 238 (R) (S2);WTW 238 (S2);WTW 256 (S1);WTW 258 (R) (S1);WTW 258 (S1);WTW 263 (S2);WWP 121 (S2);Target
11090652;50.0;52.0;46.0;;74.0;72.0;;80.0;;;63.0;88.0;;;;;;;;;44.0;63.0;;;;;;;;;50.0;;;;;;40.0;;44.0;65.0;;59.0;;;68.0;75.0;;69.0;;63.0;69.0;;69.0;52.0;;Active (BEng)
11091186;56.0;56.0;;40.0;76.0;59.0;50.0;;;50.0;;89.0;;;;;;;;;37.0;78.0;;;68.0;;;;61.0;;53.0;;;65.0;;;56.0;0.0;68.0;86.0;;52.0;;;54.0;61.0;67.0;41.0;;53.0;72.0;;61.0;58.0;0.0;Graduated_0
11091275;59.0;68.0;75.0;;71.0;72.0;;89.0;;;88.0;75.0;;;;;;;;;72.0;71.0;;;;;;;;;62.0;;;;;;69.0;;79.0;72.0;;77.0;;;84.0;90.0;;86.0;;63.0;72.0;;58.0;62.0;;Discontinued
11091488;63.0;68.0;;67.0;;77.0;56.0;;75.0;71.0;;92.0;;;;;;;;;77.0;74.0;72.0;55.0;63.0;66.0;65.0;66.0;84.0;0.0;62.0;66.0;69.0;79.0;77.0;70.0;;56.0;56.0;50.0;;38.0;;;65.0;61.0;;52.0;;53.0;51.0;;50.0;62.0;0.0;Graduated_1
11091704;65.0;55.0;89.0;;64.0;75.0;;84.0;;;84.0;71.0;;;;;;;;;79.0;70.0;;;;;;;;;75.0;;;;;;72.0;;73.0;73.0;;70.0;;;87.0;98.0;;88.0;;73.0;81.0;;66.0;76.0;;Graduated_1
11091802;50.0;69.0;58.0;;81.0;79.0;;54.0;40.0;56.0;;98.0;;;;;;;;;58.0;71.0;;;;;;;64.0;;;;;;;;;;65.0;60.0;;32.0;52.0;;64.0;60.0;;61.0;;54.0;50.0;;50.0;50.0;0.0;Graduated_1
11092506;50.0;65.0;;57.0;;;42.0;60.0;;50.0;;98.0;67.0;54.0;61.0;61.0;65.0;50.0;59.0;52.0;59.0;74.0;;;;;;;;;61.0;;;;;;;43.0;;;;;;;24.0;53.0;61.0;0.0;;62.0;54.0;;67.0;61.0;;Graduated_2
11092638;93.0;86.0;82.0;;;89.0;;96.0;;;91.0;94.0;;;;;;;;;71.0;82.0;;;;;;;;;95.0;;;;;;74.0;;88.0;65.0;;82.0;;;98.0;93.0;;88.0;;89.0;82.0;;86.0;95.0;;Graduated_0
11092727;69.0;;50.0;;82.0;75.0;;58.0;;;62.0;76.0;;;;;;;;;76.0;;;;;;;;59.0;;;;;;;;51.0;;79.0;62.0;;39.0;51.0;0.0;54.0;69.0;;51.0;;55.0;50.0;;53.0;65.0;;Graduated_1
11092808;50.0;;50.0;;69.0;63.0;;55.0;;;58.0;91.0;;;;;;;;;39.0;;;;;;;;56.0;;;;;;;;50.0;;;;53.0;0.0;50.0;0.0;64.0;50.0;;50.0;67.0;35.0;59.0;;55.0;60.0;;Graduated_3
11092841;50.0;50.0;45.0;;69.0;68.0;59.0;38.0;50.0;30.0;50.0;97.0;;;;;;;;;62.0;71.0;82.0;60.0;64.0;68.0;58.0;66.0;66.0;0.0;51.0;55.0;57.0;61.0;58.0;50.0;52.0;;78.0;83.0;;65.0;;;63.0;54.0;;50.0;;50.0;58.0;;50.0;58.0;0.0;Graduated_1
11092913;39.0;;;42.0;57.0;63.0;51.0;;54.0;54.0;;87.0;;;;;;;;;56.0;;;;;;;;;;;;;;;;;38.0;;;58.0;34.0;;;63.0;57.0;;61.0;;;55.0;;40.0;;0.0;Discontinued
11093065;74.0;62.0;;60.0;;76.0;80.0;;;72.0;;93.0;;;;;;;;;73.0;69.0;;;;;;;;;72.0;;;;;;;57.0;65.0;64.0;;57.0;;;65.0;77.0;;58.0;;72.0;71.0;;67.0;70.0;;Graduated_0
11093316;53.0;;50.0;;;;51.0;;;;52.0;95.0;65.0;58.0;61.0;75.0;69.0;52.0;70.0;77.0;51.0;;;;;;;;50.0;;;;;;;;51.0;40.0;;;;60.0;37.0;0.0;52.0;60.0;84.0;43.0;56.0;35.0;53.0;;59.0;50.0;;Graduated_3
11094100;50.0;50.0;;55.0;80.0;77.0;50.0;;35.0;51.0;;93.0;;;;;;;;;60.0;70.0;73.0;50.0;63.0;63.0;61.0;68.0;50.0;0.0;59.0;52.0;54.0;55.0;52.0;58.0;62.0;;60.0;71.0;68.0;43.0;;;57.0;51.0;;56.0;;57.0;52.0;;56.0;58.0;0.0;Graduated_2
11094169;50.0;;51.0;;;;62.0;;;64.0;43.0;66.0;56.0;59.0;61.0;64.0;56.0;55.0;61.0;54.0;66.0;;;;;;;;50.0;;;;;;;;53.0;45.0;;;;63.0;50.0;0.0;59.0;54.0;60.0;40.0;59.0;42.0;47.0;;50.0;54.0;;Graduated_2
11094258;50.0;;47.0;;;70.0;;43.0;;;66.0;73.0;;;;;;;;;71.0;;;;;;;;61.0;;;;;;;;50.0;;67.0;61.0;;38.0;57.0;0.0;57.0;56.0;;70.0;;69.0;54.0;;61.0;58.0;;Graduated_1
11094304;58.0;;36.0;56.0;;75.0;;62.0;;;52.0;88.0;;;;;;;;;61.0;;;;;;;;52.0;;;;;;;;39.0;;57.0;62.0;;36.0;54.0;0.0;26.0;61.0;;50.0;;68.0;50.0;;50.0;63.0;;Graduated_1
11095530;52.0;51.0;50.0;;;77.0;;57.0;;;59.0;87.0;;;;;;;;;75.0;78.0;;;;;;;;;56.0;;;;;;50.0;;53.0;84.0;;74.0;;;50.0;43.0;66.0;37.0;;57.0;54.0;;54.0;53.0;;Graduated_0
11095696;37.0;;54.0;;;85.0;;44.0;;50.0;;88.0;;;;;;;;;35.0;;;;;;;;51.0;;;;;;;;;;62.0;68.0;;31.0;;;52.0;50.0;50.0;40.0;;;40.0;;33.0;40.0;0.0;Discontinued
11096269;;;;51.0;84.0;77.0;28.0;;;54.0;;;;;;;;;;;50.0;;;;;;;;;;;;;;;;;43.0;83.0;58.0;;;;;52.0;60.0;;;;;;;;;0.0;Graduated (T)
11096595;71.0;70.0;;34.0;;77.0;29.0;55.0;;22.0;50.0;98.0;;;;;;;;;60.0;69.0;;;65.0;;;;54.0;;56.0;;;69.0;;;50.0;;79.0;69.0;;56.0;;;34.0;41.0;;57.0;;80.0;66.0;;69.0;61.0;0.0;Graduated_1
11096609;;;;;80.0;80.0;;;;30.0;;;;;;;;;;;28.0;;;;;;;;;;;;;;;;;;58.0;70.0;;;;;37.0;50.0;;;;;;;;;;Active (Other)
11096765;35.0;62.0;25.0;57.0;;;50.0;;41.0;;56.0;65.0;50.0;55.0;58.0;52.0;56.0;60.0;65.0;72.0;52.0;67.0;;;;;;;39.0;;50.0;;47.0;;;;40.0;;;;;50.0;30.0;;50.0;58.0;;51.0;52.0;40.0;45.0;52.0;41.0;0.0;0.0;Active (BEng)
11096978;87.0;87.0;75.0;;;83.0;;88.0;84.0;65.0;;96.0;;;;;;;;;75.0;74.0;;;;;;;78.0;;;;;;;;;;93.0;65.0;;64.0;72.0;;76.0;88.0;;80.0;;86.0;82.0;;83.0;85.0;0.0;Graduated_0
11097932;68.0;72.0;;63.0;;86.0;69.0;;63.0;60.0;;95.0;;;;;;;;;64.0;76.0;79.0;65.0;68.0;82.0;68.0;78.0;85.0;0.0;64.0;82.0;73.0;75.0;75.0;68.0;;52.0;82.0;59.0;;45.0;;;77.0;66.0;;64.0;;75.0;62.0;;67.0;66.0;0.0;Graduated_1
11098229;63.0;66.0;50.0;;84.0;82.0;;59.0;50.0;55.0;;97.0;;;;;;;;;58.0;73.0;;;;;;;66.0;;;;;;;;;;50.0;68.0;;62.0;57.0;;81.0;65.0;;50.0;;50.0;51.0;;50.0;58.0;0.0;Graduated_2
11098432;72.0;;60.0;;;84.0;;71.0;;;63.0;88.0;;;;;;;;;37.0;;;;;;;;77.0;;;;;;;;54.0;;78.0;69.0;;62.0;58.0;0.0;70.0;79.0;;75.0;;72.0;61.0;;66.0;60.0;;Graduated_1
11098725;35.0;;69.0;;;82.0;;52.0;0.0;53.0;;78.0;;;;;;;;;50.0;;;;;;;;63.0;;;;;;;;;;68.0;64.0;45.0;34.0;;;50.0;56.0;67.0;47.0;;;0.0;;0.0;0.0;0.0;Discontinued
11098912;56.0;51.0;59.0;;;70.0;56.0;;;;54.0;0.0;66.0;50.0;62.0;79.0;62.0;27.0;44.0;68.0;63.0;64.0;;;0.0;;;;50.0;;0.0;;;50.0;;;;0.0;;;;50.0;;;50.0;50.0;;52.0;50.0;34.0;50.0;70.0;42.0;37.0;0.0;Graduated_3
11099039;68.0;55.0;50.0;;;75.0;61.0;42.0;64.0;;53.0;72.0;;;;;;;;;51.0;60.0;;;;;;;;;53.0;;;;;;35.0;;72.0;66.0;0.0;0.0;;;54.0;50.0;60.0;42.0;;60.0;46.0;68.0;40.0;50.0;;Graduated_2
11099217;;;;50.0;;;40.0;;;24.0;50.0;92.0;50.0;50.0;55.0;57.0;51.0;50.0;44.0;63.0;34.0;;;;;;;;;;;;;;;;;0.0;;;;0.0;;;37.0;29.0;0.0;45.0;;;;;;;;Discontinued
11099284;;;40.0;38.0;;;;;;;31.0;;42.0;40.0;42.0;51.0;;;;33.0;;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;32.0;;;;;;;;;;;Graduated (T)
11099862;64.0;79.0;;79.0;;;90.0;;;75.0;;97.0;61.0;91.0;60.0;78.0;72.0;85.0;76.0;91.0;62.0;71.0;;;;;;;69.0;;68.0;;76.0;80.0;;;;61.0;;;;82.0;71.0;;82.0;88.0;;82.0;;85.0;82.0;;84.0;76.0;;Graduated_1
11100037;;50.0;;;74.0;;50.0;;55.0;;55.0;93.0;55.0;50.0;;73.0;67.0;;;76.0;;72.0;;;;;;;;;;;;;;;;;;;;;;;50.0;51.0;;52.0;;50.0;40.0;;55.0;42.0;;Graduated_3
11100215;37.0;50.0;35.0;;68.0;68.0;;59.0;59.0;;54.0;69.0;;;;;;;;;50.0;69.0;;;;;;;47.0;;50.0;;63.0;;;;50.0;;60.0;60.0;;52.0;;;54.0;44.0;;50.0;60.0;41.0;52.0;68.0;41.0;50.0;0.0;Graduated_1
11100339;;;33.0;;;;0.0;;;;26.0;78.0;50.0;12.0;50.0;58.0;61.0;24.0;25.0;54.0;54.0;;;;;;;;;;;;;;;;;0.0;;;;0.0;;;33.0;38.0;64.0;40.0;;;;;21.0;0.0;0.0;Discontinued
11100444;;;;42.0;;;35.0;51.0;;26.0;43.0;69.0;57.0;50.0;50.0;68.0;54.0;52.0;44.0;58.0;50.0;;53.0;;;;;;;;;;;;;;0.0;;;;0.0;;;;50.0;47.0;0.0;32.0;;;;;;;0.0;Discontinued
11101190;87.0;77.0;61.0;;;75.0;;72.0;;;77.0;95.0;;;;;;;;;73.0;78.0;;;;;;;;;78.0;;;;;;66.0;;86.0;79.0;;68.0;;;80.0;79.0;;75.0;;67.0;75.0;;75.0;76.0;;Graduated_0
11101297;;;;0.0;;0.0;;;;35.0;;;66.0;;;57.0;65.0;;;39.0;;;;;;;;;;;;;;;;;;;;;;;;;33.0;0.0;;0.0;;;;;;;0.0;Graduated (T)
11101352;38.0;60.0;28.0;;;;50.0;;;;31.0;98.0;66.0;50.0;59.0;50.0;64.0;54.0;44.0;59.0;53.0;70.0;;;34.0;;;;37.0;;0.0;;;45.0;;;50.0;30.0;;;;50.0;;;50.0;40.0;;50.0;58.0;36.0;50.0;56.0;0.0;0.0;0.0;Graduated_2
11101492;53.0;70.0;;54.0;76.0;70.0;50.0;;51.0;51.0;;84.0;;;;;;;;;50.0;68.0;82.0;58.0;48.0;64.0;59.0;56.0;0.0;0.0;73.0;61.0;50.0;40.0;67.0;81.0;63.0;37.0;81.0;71.0;40.0;;;;61.0;60.0;;50.0;;55.0;50.0;72.0;43.0;50.0;0.0;Graduated_3
11101548;35.0;50.0;41.0;0.0;;;59.0;;52.0;33.0;35.0;81.0;56.0;54.0;65.0;58.0;60.0;53.0;60.0;62.0;69.0;64.0;58.0;50.0;71.0;58.0;54.0;70.0;37.0;0.0;58.0;50.0;50.0;48.0;52.0;68.0;;36.0;;;;55.0;;;37.0;42.0;;50.0;61.0;37.0;51.0;68.0;42.0;52.0;0.0;Graduated_2
11101866;62.0;69.0;43.0;56.0;;88.0;;61.0;;;55.0;96.0;;;;;;;;;50.0;75.0;;;66.0;;;;81.0;;68.0;;;69.0;;;50.0;;76.0;84.0;72.0;;;;59.0;50.0;68.0;41.0;;57.0;50.0;;52.0;64.0;;Graduated_1
11102196;64.0;76.0;50.0;;;;63.0;;59.0;;76.0;88.0;32.0;57.0;60.0;74.0;53.0;;75.0;84.0;70.0;60.0;;;;;;;50.0;;;;;;;;;;;;;59.0;50.0;;81.0;81.0;;75.0;;68.0;75.0;;65.0;54.0;0.0;Graduated_2
11102706;68.0;;50.0;;66.0;65.0;;62.0;;;63.0;98.0;;;;;;;;;54.0;;;;;;;;56.0;;;;;;;;50.0;;;;;60.0;71.0;0.0;69.0;75.0;;66.0;;51.0;65.0;;62.0;60.0;;Graduated_1
11102765;47.0;57.0;;41.0;;;57.0;;51.0;50.0;;89.0;54.0;54.0;65.0;61.0;50.0;50.0;59.0;62.0;65.0;67.0;55.0;55.0;46.0;53.0;50.0;59.0;42.0;0.0;57.0;53.0;50.0;62.0;65.0;54.0;;51.0;;;;60.0;;;50.0;37.0;56.0;42.0;;61.0;50.0;;59.0;56.0;0.0;Graduated_3
11102838;42.0;57.0;0.0;50.0;67.0;71.0;;67.0;;;51.0;84.0;;;;;;;;;50.0;67.0;;;52.0;;;;50.0;;40.0;;;50.0;;;0.0;38.0;;;;50.0;;0.0;41.0;52.0;;50.0;;50.0;35.0;60.0;0.0;55.0;;Graduated_2
11103002;50.0;;61.0;;;75.0;;75.0;;;75.0;78.0;;;;;;;;;53.0;;;;;;;;58.0;;;;;;;;52.0;;;;;50.0;57.0;0.0;75.0;85.0;;72.0;;62.0;75.0;;57.0;54.0;;Graduated_0
11103711;36.0;;;0.0;;;50.0;;40.0;51.0;;82.0;65.0;50.0;50.0;56.0;51.0;50.0;40.0;53.0;50.0;;;;;;;;;;;;;;;;50.0;0.0;;;46.0;27.0;;;46.0;35.0;68.0;41.0;;;0.0;0.0;0.0;40.0;;Discontinued
11103842;50.0;;;;;;37.0;52.0;41.0;;45.0;89.0;67.0;54.0;;66.0;66.0;;;61.0;;;;;;;;;;;;;;;;;;;;;;;;;55.0;42.0;50.0;0.0;39.0;32.0;0.0;63.0;29.0;34.0;;Active (Other)
11103974;50.0;59.0;39.0;;;;53.0;;54.0;;58.0;96.0;59.0;50.0;52.0;57.0;58.0;59.0;60.0;56.0;40.0;65.0;;;;;;;;;45.0;;;;;;;43.0;;;;52.0;;;61.0;51.0;53.0;33.0;54.0;43.0;50.0;;66.0;55.0;0.0;Discontinued
11104041;62.0;60.0;;51.0;;75.0;52.0;;;57.0;;98.0;;;;;;;;;57.0;73.0;;;44.0;;;;67.0;;50.0;;;55.0;;;50.0;0.0;79.0;70.0;64.0;;;;53.0;50.0;;51.0;54.0;27.0;35.0;58.0;40.0;44.0;0.0;Graduated_1
11104300;;;38.0;;;;37.0;;;;50.0;;50.0;39.0;42.0;40.0;66.0;50.0;42.0;50.0;50.0;;;;;;;;;;;;;;;;;;;;;0.0;;0.0;26.0;0.0;;0.0;;;;;;;;Discontinued
11104750;;;50.0;;;80.0;;0.0;;;50.0;;;;;;;;;;64.0;;;;;;;;;;;;;;;;43.0;;77.0;68.0;;;;0.0;52.0;46.0;;0.0;;;;;;;;Discontinued
11104806;52.0;56.0;50.0;;;;50.0;;;50.0;34.0;70.0;62.0;56.0;66.0;57.0;53.0;;50.0;68.0;54.0;69.0;;;50.0;;;;55.0;;50.0;;;38.0;;;;0.0;;;39.0;;;;37.0;55.0;70.0;0.0;;55.0;42.0;;53.0;52.0;0.0;Active (BEng)
11105331;50.0;50.0;;50.0;;;50.0;;54.0;40.0;53.0;97.0;68.0;58.0;62.0;77.0;71.0;58.0;51.0;77.0;55.0;69.0;64.0;62.0;0.0;68.0;55.0;58.0;52.0;0.0;44.0;60.0;0.0;59.0;64.0;57.0;;40.0;;;;;;;55.0;0.0;74.0;41.0;64.0;35.0;40.0;;55.0;54.0;0.0;Active (BEng)
11105578;59.0;;67.0;;;;67.0;;;;58.0;88.0;69.0;60.0;62.0;67.0;60.0;50.0;55.0;75.0;64.0;;;;;;;;65.0;;;;;;;;;53.0;;;;62.0;50.0;0.0;75.0;60.0;;55.0;;66.0;50.0;;61.0;64.0;;Graduated_1
11106574;54.0;56.0;;59.0;;85.0;58.0;;65.0;75.0;;94.0;;;;;;;;;71.0;66.0;89.0;79.0;74.0;71.0;71.0;63.0;74.0;0.0;72.0;59.0;70.0;73.0;73.0;65.0;;56.0;76.0;70.0;;67.0;;;80.0;84.0;;62.0;;67.0;62.0;;58.0;66.0;0.0;Graduated_0
11107660;62.0;68.0;;59.0;;78.0;71.0;;99.0;65.0;;68.0;;;;;;;;;67.0;73.0;83.0;79.0;64.0;75.0;72.0;64.0;67.0;0.0;68.0;76.0;77.0;71.0;78.0;91.0;;50.0;64.0;59.0;;57.0;;;75.0;60.0;;59.0;;64.0;65.0;;75.0;64.0;0.0;Graduated_0
11107724;55.0;53.0;53.0;;86.0;71.0;;60.0;;;71.0;86.0;;;;;;;;;55.0;63.0;;;;;;;73.0;;62.0;;68.0;75.0;;;55.0;;76.0;66.0;;54.0;52.0;;71.0;87.0;;65.0;;75.0;66.0;;67.0;70.0;;Graduated_1
11108275;;;32.0;;72.0;62.0;;58.0;;;57.0;88.0;;;;;;;;;58.0;;;;;;;;;;;;;;;;50.0;;57.0;54.0;;50.0;50.0;0.0;55.0;63.0;;55.0;;0.0;58.0;0.0;43.0;;;Discontinued
11108682;61.0;61.0;;65.0;;;77.0;;;57.0;;88.0;64.0;71.0;64.0;70.0;74.0;60.0;69.0;77.0;70.0;69.0;80.0;;69.0;65.0;;;61.0;;72.0;;;71.0;;;;50.0;;;;64.0;;;65.0;69.0;;54.0;;55.0;63.0;;58.0;75.0;0.0;Graduated_2
11108763;;;;50.0;;;42.0;41.0;;50.0;;79.0;22.0;59.0;45.0;64.0;;33.0;40.0;72.0;38.0;;;;;;;;;;;;;;;;;;;;;;;;53.0;54.0;64.0;47.0;;;0.0;;50.0;;;Discontinued
11109255;50.0;;57.0;;;;66.0;;;;56.0;86.0;61.0;63.0;64.0;70.0;65.0;65.0;76.0;68.0;64.0;;;;;;;;50.0;;;;;;;;;53.0;;;;64.0;50.0;0.0;56.0;64.0;;50.0;;53.0;50.0;;53.0;60.0;;Graduated_1
11110385;73.0;76.0;77.0;;;86.0;;88.0;72.0;75.0;;79.0;;;;;;;;;75.0;80.0;;;;;;;90.0;;;;;;;;;;86.0;80.0;;67.0;87.0;;85.0;93.0;;75.0;;69.0;75.0;;72.0;79.0;0.0;Graduated_0
11111454;38.0;0.0;;67.0;;;72.0;;57.0;71.0;;96.0;54.0;75.0;66.0;85.0;53.0;59.0;70.0;87.0;61.0;40.0;62.0;50.0;63.0;50.0;51.0;0.0;62.0;0.0;53.0;33.0;37.0;35.0;49.0;0.0;;33.0;;;;58.0;;;71.0;80.0;;59.0;;60.0;59.0;;69.0;50.0;0.0;Active (BEng)
11112680;50.0;;43.0;78.0;76.0;75.0;;60.0;;;57.0;0.0;;;;;;;;;53.0;;;;;;;;58.0;;;;;;;;45.0;50.0;54.0;66.0;;57.0;50.0;0.0;72.0;64.0;;50.0;62.0;46.0;50.0;50.0;0.0;54.0;;Graduated_3
11113244;42.0;50.0;;59.0;;79.0;34.0;;41.0;34.0;45.0;81.0;;;;;;;;;60.0;64.0;77.0;38.0;62.0;55.0;53.0;62.0;58.0;0.0;39.0;;0.0;39.0;43.0;50.0;;43.0;75.0;70.0;;50.0;;;36.0;50.0;51.0;0.0;;;0.0;40.0;40.0;42.0;0.0;Discontinued
11115263;64.0;38.0;;55.0;;83.0;50.0;;57.0;62.0;;0.0;;;;;;;;;75.0;69.0;73.0;50.0;66.0;66.0;51.0;51.0;55.0;0.0;51.0;54.0;51.0;68.0;59.0;35.0;;53.0;77.0;50.0;;58.0;;;75.0;83.0;;60.0;;60.0;60.0;;56.0;57.0;0.0;Graduated_2
11115689;;;;0.0;;64.0;0.0;;;30.0;;;;;;;;;;;50.0;;;;;;;;52.0;;;;;;;;;0.0;56.0;67.0;;;;;27.0;40.0;;;;;;;;;0.0;Discontinued
11115778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Discontinued
11115972;69.0;75.0;63.0;;;85.0;;75.0;67.0;75.0;;97.0;;;;;;;;;71.0;75.0;;;;;;;85.0;;;;;;;;;;76.0;64.0;;62.0;72.0;;80.0;80.0;;60.0;;67.0;70.0;;65.0;70.0;0.0;Graduated_0
11116758;32.0;;30.0;;;;61.0;;;;63.0;73.0;66.0;68.0;58.0;74.0;70.0;61.0;75.0;78.0;62.0;;;;;;;;50.0;;;;;;;;;42.0;;;;55.0;48.0;0.0;50.0;77.0;;51.0;;50.0;56.0;;60.0;54.0;;Active (BEng)
11116898;;;;0.0;;;;;;40.0;;;54.0;;;69.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;0.0;;0.0;;;;;;;0.0;Discontinued
11117908;0.0;60.0;;59.0;;68.0;50.0;;;50.0;;68.0;;;;;;;;;53.0;79.0;;;54.0;;;;50.0;;48.0;;;50.0;;;;39.0;62.0;72.0;71.0;0.0;;;59.0;50.0;50.0;34.0;52.0;34.0;50.0;76.0;43.0;55.0;0.0;Active (BEng)
11117932;64.0;68.0;;50.0;;75.0;50.0;;57.0;60.0;;87.0;;;;;;;;;75.0;81.0;76.0;56.0;75.0;64.0;80.0;62.0;60.0;0.0;62.0;57.0;66.0;56.0;66.0;56.0;;50.0;75.0;74.0;;50.0;;;69.0;63.0;;50.0;;51.0;40.0;67.0;40.0;65.0;0.0;Graduated_0
11118386;36.0;63.0;48.0;;84.0;64.0;;69.0;62.0;51.0;;85.0;;;;;;;;;50.0;63.0;;;;;;;52.0;;;;;;;;;;79.0;68.0;;41.0;39.0;;34.0;62.0;;54.0;58.0;32.0;56.0;;50.0;65.0;0.0;Active (BEng)
11118785;;;27.0;;;;;;;;;;54.0;;;42.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0;;;;;;;;;;;Discontinued
11119072;84.0;75.0;73.0;;77.0;76.0;;90.0;77.0;87.0;;76.0;;;;;;;;;76.0;73.0;;;;;;;77.0;;;;;;;;;;89.0;72.0;;83.0;91.0;;83.0;94.0;;87.0;;87.0;80.0;;84.0;82.0;0.0;Graduated_1
11119170;;;;38.0;;;;;;24.0;27.0;;51.0;;;50.0;53.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;40.0;;0.0;;;;;;;0.0;Discontinued
11119447;;;36.0;48.0;;85.0;;37.0;;54.0;35.0;99.0;;;;;;;;;50.0;;;;;;;;;;;;;;;;52.0;;81.0;59.0;;53.0;;;53.0;36.0;;0.0;;;;;;;;Discontinued
11119595;31.0;50.0;55.0;0.0;;0.0;50.0;;68.0;56.0;;92.0;;;;;;;;;59.0;62.0;62.0;59.0;52.0;0.0;75.0;77.0;67.0;0.0;62.0;74.0;38.0;40.0;84.0;64.0;50.0;0.0;52.0;0.0;61.0;0.0;;;60.0;0.0;59.0;0.0;;50.0;40.0;;57.0;40.0;0.0;Graduated_2
11119684;32.0;;29.0;;;;52.0;;;;52.0;80.0;53.0;57.0;67.0;56.0;60.0;65.0;69.0;68.0;74.0;;;;;;;;;;;;;;;;;0.0;;;;60.0;0.0;0.0;36.0;55.0;;55.0;0.0;27.0;51.0;72.0;43.0;62.0;;Discontinued
11119854;56.0;76.0;;44.0;;81.0;51.0;;;56.0;;89.0;;;;;;;;;75.0;77.0;;;64.0;;;;60.0;;66.0;;;63.0;;;50.0;0.0;75.0;86.0;;;;;54.0;72.0;80.0;36.0;;84.0;80.0;;84.0;66.0;0.0;Graduated_1
11120020;;;;0.0;;;;;;32.0;26.0;;62.0;;;47.0;55.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;Active (Other)
11120089;36.0;55.0;51.0;;;;70.0;;;;51.0;97.0;59.0;65.0;68.0;59.0;67.0;61.0;61.0;73.0;61.0;68.0;;;51.0;;;;56.0;;50.0;;;62.0;;;;40.0;;;;53.0;;;53.0;64.0;;50.0;;50.0;50.0;;57.0;52.0;0.0;Graduated_1
11120640;50.0;54.0;;41.0;;63.0;50.0;;;33.0;37.0;78.0;;;;;;;;;58.0;67.0;;;50.0;;;;57.0;;53.0;;;42.0;;;36.0;42.0;45.0;;50.0;41.0;;;36.0;35.0;;50.0;55.0;30.0;38.0;62.0;32.0;40.0;0.0;Graduated_2
11121662;;;37.0;;57.0;59.0;;61.0;;;54.0;81.0;;;;;;;;;46.0;;;;;;;;;;;;;;;;45.0;46.0;;;;50.0;;;56.0;67.0;;56.0;;47.0;40.0;67.0;40.0;56.0;;Discontinued
11122332;;;;40.0;;;;;;53.0;;;;;;64.0;50.0;;;50.0;;;;;;;;;;;;;;;;;;;;;;;;;44.0;0.0;;0.0;;;;;;;0.0;Discontinued
11122588;39.0;63.0;;50.0;;;56.0;;50.0;50.0;;92.0;57.0;56.0;64.0;70.0;57.0;60.0;58.0;73.0;58.0;57.0;66.0;50.0;56.0;56.0;51.0;54.0;76.0;0.0;55.0;60.0;46.0;52.0;74.0;55.0;;35.0;;;;50.0;;;53.0;55.0;;50.0;;50.0;54.0;;51.0;40.0;0.0;Graduated_2
11122634;68.0;61.0;;51.0;;;52.0;;58.0;52.0;;99.0;73.0;70.0;56.0;72.0;69.0;51.0;58.0;65.0;54.0;72.0;64.0;55.0;50.0;62.0;53.0;59.0;65.0;0.0;50.0;64.0;57.0;63.0;80.0;59.0;;50.0;;;;57.0;;;60.0;60.0;66.0;41.0;;62.0;63.0;56.0;45.0;50.0;0.0;Graduated_1
11123037;;;;51.0;;78.0;50.0;;;40.0;55.0;;;;;;;;;;58.0;;88.0;;;;;;73.0;;;;;;;;;46.0;73.0;78.0;;;;;60.0;72.0;;51.0;;83.0;56.0;;51.0;;0.0;Graduated (T)
11123436;50.0;67.0;53.0;;;;54.0;;40.0;;62.0;99.0;57.0;69.0;60.0;71.0;62.0;;68.0;71.0;56.0;62.0;;;;;;;54.0;;;;;;;;;;;;;59.0;50.0;;57.0;68.0;;63.0;;51.0;52.0;;75.0;52.0;0.0;Graduated_2
11123525;56.0;;53.0;;;80.0;;68.0;;;69.0;92.0;;;;;;;;;69.0;;;;;;;;56.0;;;;;;;;59.0;;88.0;80.0;;50.0;50.0;0.0;61.0;69.0;;50.0;;53.0;60.0;;54.0;62.0;;Graduated_1
